user_id,item_id,item_type,interaction
10,558,exercise,1
10,2677,exercise,1
10,2699,exercise,1
10,2257,exercise,1
10,1060,exercise,1
10,2258,exercise,1
10,1888,exercise,1
10,820,exercise,1
10,403,exercise,1
10,414,exercise,1
10,1989,exercise,1
10,1639,exercise,1
10,1958,exercise,1
10,1904,exercise,1
10,2243,exercise,1
10,232,exercise,1
10,422,exercise,1
10,263,exercise,1
10,1875,exercise,1
11,2135,exercise,1
11,2001,exercise,1
11,2078,exercise,1
11,2072,exercise,1
11,2739,exercise,1
11,2119,exercise,1
11,2077,exercise,1
11,1338,exercise,1
11,2076,exercise,1
11,1730,exercise,1
11,2031,exercise,1
11,2177,exercise,1
11,2003,exercise,1
11,885,exercise,1
11,2166,exercise,1
11,2168,exercise,1
11,2067,exercise,1
11,2178,exercise,1
11,2176,exercise,1
11,2192,exercise,1
12,721,exercise,1
12,1885,exercise,1
12,2310,exercise,1
12,2292,exercise,1
12,932,exercise,1
12,1862,exercise,1
12,254,exercise,1
12,714,exercise,1
12,1745,exercise,1
12,9,exercise,1
12,1797,exercise,1
12,1156,exercise,1
12,2122,exercise,1
12,1265,exercise,1
12,1956,exercise,1
12,2624,exercise,1
12,2329,exercise,1
12,655,exercise,1
12,822,exercise,1
12,1349,exercise,1
13,253,exercise,1
13,2711,exercise,1
13,2553,exercise,1
13,264,exercise,1
13,1438,exercise,1
13,246,exercise,1
13,210,exercise,1
13,2738,exercise,1
13,2273,exercise,1
13,2380,exercise,1
13,2508,exercise,1
13,663,exercise,1
13,244,exercise,1
13,2401,exercise,1
13,344,exercise,1
13,808,exercise,1
13,300,exercise,1
13,2821,exercise,1
13,298,exercise,1
13,1035,exercise,1
14,431,exercise,1
14,990,exercise,1
14,267,exercise,1
14,353,exercise,1
14,2254,exercise,1
14,2903,exercise,1
14,1397,exercise,1
14,1020,exercise,1
14,604,exercise,1
14,1393,exercise,1
14,974,exercise,1
14,1029,exercise,1
14,2206,exercise,1
14,454,exercise,1
14,1283,exercise,1
14,2346,exercise,1
14,1512,exercise,1
14,335,exercise,1
14,205,exercise,1
14,2348,exercise,1
15,2001,exercise,1
15,1338,exercise,1
15,2076,exercise,1
15,2079,exercise,1
15,2739,exercise,1
15,2178,exercise,1
15,2069,exercise,1
15,885,exercise,1
15,2003,exercise,1
15,2177,exercise,1
15,2032,exercise,1
15,1730,exercise,1
15,2077,exercise,1
15,2119,exercise,1
15,2168,exercise,1
15,2172,exercise,1
15,2160,exercise,1
15,2176,exercise,1
15,2124,exercise,1
15,150,exercise,1
16,1153,exercise,1
16,489,exercise,1
16,455,exercise,1
16,2599,exercise,1
16,655,exercise,1
16,1194,exercise,1
16,1249,exercise,1
16,2847,exercise,1
16,919,exercise,1
16,1576,exercise,1
16,878,exercise,1
16,1151,exercise,1
16,2391,exercise,1
16,2322,exercise,1
16,1093,exercise,1
16,213,exercise,1
16,395,exercise,1
16,1969,exercise,1
16,1231,exercise,1
16,183,exercise,1
17,1525,exercise,1
17,552,exercise,1
17,1142,exercise,1
17,698,exercise,1
17,2059,exercise,1
17,2592,exercise,1
17,1975,exercise,1
17,2630,exercise,1
17,40,exercise,1
17,475,exercise,1
17,323,exercise,1
17,629,exercise,1
17,2567,exercise,1
17,149,exercise,1
17,1700,exercise,1
17,2756,exercise,1
17,2610,exercise,1
17,631,exercise,1
17,1995,exercise,1
17,543,exercise,1
18,1415,exercise,1
18,1681,exercise,1
18,166,exercise,1
18,1653,exercise,1
18,916,exercise,1
18,1087,exercise,1
18,438,exercise,1
18,1636,exercise,1
18,2626,exercise,1
18,1885,exercise,1
18,2916,exercise,1
18,652,exercise,1
18,1034,exercise,1
18,704,exercise,1
18,765,exercise,1
18,1923,exercise,1
18,103,exercise,1
18,779,exercise,1
18,1528,exercise,1
18,1920,exercise,1
19,2078,exercise,1
19,2119,exercise,1
19,2067,exercise,1
19,2001,exercise,1
19,2072,exercise,1
19,2176,exercise,1
19,350,exercise,1
19,2178,exercise,1
19,2740,exercise,1
19,2003,exercise,1
19,2208,exercise,1
19,2077,exercise,1
19,2069,exercise,1
19,2032,exercise,1
19,2170,exercise,1
19,2236,exercise,1
19,2177,exercise,1
19,1338,exercise,1
19,2135,exercise,1
19,2125,exercise,1
20,328,exercise,1
20,1240,exercise,1
20,1777,exercise,1
20,2751,exercise,1
20,2214,exercise,1
20,1596,exercise,1
20,242,exercise,1
20,422,exercise,1
20,1020,exercise,1
20,551,exercise,1
20,1029,exercise,1
20,264,exercise,1
20,408,exercise,1
20,2285,exercise,1
20,1738,exercise,1
20,1401,exercise,1
20,2303,exercise,1
20,2895,exercise,1
20,427,exercise,1
20,2196,exercise,1
21,2072,exercise,1
21,2079,exercise,1
21,885,exercise,1
21,2176,exercise,1
21,150,exercise,1
21,2739,exercise,1
21,2170,exercise,1
21,2119,exercise,1
21,2135,exercise,1
21,2166,exercise,1
21,2177,exercise,1
21,2168,exercise,1
21,2172,exercise,1
21,2001,exercise,1
21,2069,exercise,1
21,2003,exercise,1
21,2067,exercise,1
21,1730,exercise,1
21,2031,exercise,1
21,2076,exercise,1
22,2125,exercise,1
22,2236,exercise,1
22,2740,exercise,1
22,2172,exercise,1
22,2067,exercise,1
22,2072,exercise,1
22,2160,exercise,1
22,2032,exercise,1
22,2119,exercise,1
22,1338,exercise,1
22,2001,exercise,1
22,2076,exercise,1
22,2135,exercise,1
22,2178,exercise,1
22,1730,exercise,1
22,2170,exercise,1
22,2168,exercise,1
22,2739,exercise,1
22,2131,exercise,1
22,2176,exercise,1
23,1256,exercise,1
23,616,exercise,1
23,2276,exercise,1
23,1512,exercise,1
23,2348,exercise,1
23,2300,exercise,1
23,2301,exercise,1
23,675,exercise,1
23,2754,exercise,1
23,2365,exercise,1
23,533,exercise,1
23,359,exercise,1
23,1250,exercise,1
23,2888,exercise,1
23,1604,exercise,1
23,378,exercise,1
23,971,exercise,1
23,1391,exercise,1
23,856,exercise,1
23,595,exercise,1
24,102,exercise,1
24,192,exercise,1
24,1067,exercise,1
24,2267,exercise,1
24,2873,exercise,1
24,313,exercise,1
24,2129,exercise,1
24,1918,exercise,1
24,2696,exercise,1
24,837,exercise,1
24,1767,exercise,1
24,2345,exercise,1
24,1856,exercise,1
24,1064,exercise,1
24,621,exercise,1
24,23,exercise,1
24,456,exercise,1
24,1975,exercise,1
24,959,exercise,1
24,764,exercise,1
25,2739,exercise,1
25,2178,exercise,1
25,994,exercise,1
25,2078,exercise,1
25,2740,exercise,1
25,2176,exercise,1
25,2236,exercise,1
25,2077,exercise,1
25,1338,exercise,1
25,2170,exercise,1
25,2192,exercise,1
25,2135,exercise,1
25,2079,exercise,1
25,2119,exercise,1
25,2125,exercise,1
25,2003,exercise,1
25,2032,exercise,1
25,885,exercise,1
25,2031,exercise,1
25,2168,exercise,1
26,2265,exercise,1
26,2100,exercise,1
26,1131,exercise,1
26,1077,exercise,1
26,1224,exercise,1
26,2463,exercise,1
26,2305,exercise,1
26,1044,exercise,1
26,1205,exercise,1
26,2051,exercise,1
26,332,exercise,1
26,1267,exercise,1
26,1025,exercise,1
26,1191,exercise,1
26,1547,exercise,1
26,1473,exercise,1
26,2560,exercise,1
26,347,exercise,1
26,584,exercise,1
26,637,exercise,1
27,1763,exercise,1
27,644,exercise,1
27,933,exercise,1
27,278,exercise,1
27,1920,exercise,1
27,1890,exercise,1
27,1510,exercise,1
27,2555,exercise,1
27,2227,exercise,1
27,1925,exercise,1
27,270,exercise,1
27,895,exercise,1
27,1944,exercise,1
27,1793,exercise,1
27,2738,exercise,1
27,81,exercise,1
27,2711,exercise,1
27,1759,exercise,1
27,2287,exercise,1
27,25,exercise,1
28,1280,exercise,1
28,2194,exercise,1
28,2254,exercise,1
28,689,exercise,1
28,2395,exercise,1
28,687,exercise,1
28,1044,exercise,1
28,2288,exercise,1
28,2390,exercise,1
28,245,exercise,1
28,2192,exercise,1
28,1606,exercise,1
28,2224,exercise,1
28,524,exercise,1
28,2353,exercise,1
28,448,exercise,1
28,241,exercise,1
28,2211,exercise,1
28,358,exercise,1
28,2284,exercise,1
29,2210,exercise,1
29,784,exercise,1
29,210,exercise,1
29,1135,exercise,1
29,1745,exercise,1
29,1495,exercise,1
29,923,exercise,1
29,2120,exercise,1
29,1493,exercise,1
29,1554,exercise,1
29,1228,exercise,1
29,1950,exercise,1
29,1098,exercise,1
29,352,exercise,1
29,2247,exercise,1
29,80,exercise,1
29,2557,exercise,1
29,219,exercise,1
29,1631,exercise,1
29,983,exercise,1
30,1338,exercise,1
30,885,exercise,1
30,350,exercise,1
30,2078,exercise,1
30,2001,exercise,1
30,2172,exercise,1
30,150,exercise,1
30,2125,exercise,1
30,2740,exercise,1
30,2003,exercise,1
30,2178,exercise,1
30,2208,exercise,1
30,2135,exercise,1
30,994,exercise,1
30,2124,exercise,1
30,2076,exercise,1
30,2031,exercise,1
30,2079,exercise,1
30,1730,exercise,1
30,2072,exercise,1
31,2003,exercise,1
31,2067,exercise,1
31,2125,exercise,1
31,2001,exercise,1
31,2124,exercise,1
31,150,exercise,1
31,2032,exercise,1
31,2192,exercise,1
31,2135,exercise,1
31,2072,exercise,1
31,2170,exercise,1
31,2160,exercise,1
31,2208,exercise,1
31,885,exercise,1
31,2176,exercise,1
31,2739,exercise,1
31,2076,exercise,1
31,1338,exercise,1
31,2168,exercise,1
31,2178,exercise,1
32,2273,exercise,1
32,2154,exercise,1
32,327,exercise,1
32,2744,exercise,1
32,1616,exercise,1
32,211,exercise,1
32,2256,exercise,1
32,2399,exercise,1
32,402,exercise,1
32,2283,exercise,1
32,2137,exercise,1
32,2337,exercise,1
32,499,exercise,1
32,2287,exercise,1
32,546,exercise,1
32,1044,exercise,1
32,2400,exercise,1
32,2361,exercise,1
32,2300,exercise,1
32,1040,exercise,1
33,988,exercise,1
33,363,exercise,1
33,1240,exercise,1
33,2319,exercise,1
33,985,exercise,1
33,2347,exercise,1
33,2172,exercise,1
33,1606,exercise,1
33,244,exercise,1
33,2408,exercise,1
33,1518,exercise,1
33,558,exercise,1
33,2394,exercise,1
33,672,exercise,1
33,2122,exercise,1
33,1021,exercise,1
33,1624,exercise,1
33,1248,exercise,1
33,1241,exercise,1
33,206,exercise,1
34,2072,exercise,1
34,1730,exercise,1
34,2078,exercise,1
34,2172,exercise,1
34,2236,exercise,1
34,2119,exercise,1
34,2168,exercise,1
34,2003,exercise,1
34,2160,exercise,1
34,2192,exercise,1
34,2131,exercise,1
34,2208,exercise,1
34,2170,exercise,1
34,2077,exercise,1
34,150,exercise,1
34,2178,exercise,1
34,1338,exercise,1
34,2739,exercise,1
34,2001,exercise,1
34,2032,exercise,1
35,2151,exercise,1
35,2365,exercise,1
35,1622,exercise,1
35,2267,exercise,1
35,1595,exercise,1
35,1778,exercise,1
35,2325,exercise,1
35,1040,exercise,1
35,1377,exercise,1
35,1000,exercise,1
35,910,exercise,1
35,433,exercise,1
35,580,exercise,1
35,1396,exercise,1
35,430,exercise,1
35,567,exercise,1
35,581,exercise,1
35,684,exercise,1
35,2402,exercise,1
35,1241,exercise,1
36,2739,exercise,1
36,2124,exercise,1
36,2001,exercise,1
36,2072,exercise,1
36,2032,exercise,1
36,2003,exercise,1
36,2069,exercise,1
36,1730,exercise,1
36,2192,exercise,1
36,150,exercise,1
36,2160,exercise,1
36,2119,exercise,1
36,1338,exercise,1
36,2031,exercise,1
36,350,exercise,1
36,2177,exercise,1
36,2168,exercise,1
36,2740,exercise,1
36,2076,exercise,1
36,885,exercise,1
37,51,exercise,1
37,2690,exercise,1
37,1261,exercise,1
37,2243,exercise,1
37,2281,exercise,1
37,2054,exercise,1
37,1567,exercise,1
37,795,exercise,1
37,215,exercise,1
37,1101,exercise,1
37,2277,exercise,1
37,484,exercise,1
37,282,exercise,1
37,1861,exercise,1
37,2335,exercise,1
37,321,exercise,1
37,2717,exercise,1
37,232,exercise,1
37,644,exercise,1
37,634,exercise,1
38,2125,exercise,1
38,1730,exercise,1
38,2078,exercise,1
38,2003,exercise,1
38,2119,exercise,1
38,2168,exercise,1
38,2076,exercise,1
38,2740,exercise,1
38,2176,exercise,1
38,2170,exercise,1
38,2172,exercise,1
38,2208,exercise,1
38,2079,exercise,1
38,2072,exercise,1
38,2077,exercise,1
38,994,exercise,1
38,2124,exercise,1
38,350,exercise,1
38,885,exercise,1
38,2178,exercise,1
39,2001,exercise,1
39,2076,exercise,1
39,2739,exercise,1
39,2079,exercise,1
39,2135,exercise,1
39,885,exercise,1
39,1730,exercise,1
39,2003,exercise,1
39,2177,exercise,1
39,2119,exercise,1
39,2178,exercise,1
39,2172,exercise,1
39,150,exercise,1
39,2236,exercise,1
39,2077,exercise,1
39,2170,exercise,1
39,2032,exercise,1
39,2124,exercise,1
39,2192,exercise,1
39,2740,exercise,1
40,1248,exercise,1
40,2325,exercise,1
40,331,exercise,1
40,964,exercise,1
40,1027,exercise,1
40,591,exercise,1
40,2266,exercise,1
40,421,exercise,1
40,698,exercise,1
40,491,exercise,1
40,1030,exercise,1
40,477,exercise,1
40,332,exercise,1
40,308,exercise,1
40,525,exercise,1
40,1392,exercise,1
40,1273,exercise,1
40,2309,exercise,1
40,444,exercise,1
40,2370,exercise,1
41,2125,exercise,1
41,2170,exercise,1
41,2119,exercise,1
41,2208,exercise,1
41,2077,exercise,1
41,885,exercise,1
41,2740,exercise,1
41,350,exercise,1
41,2076,exercise,1
41,2166,exercise,1
41,2067,exercise,1
41,2177,exercise,1
41,2031,exercise,1
41,150,exercise,1
41,2178,exercise,1
41,1338,exercise,1
41,2168,exercise,1
41,2176,exercise,1
41,2236,exercise,1
41,2192,exercise,1
42,2248,exercise,1
42,2453,exercise,1
42,2061,exercise,1
42,1228,exercise,1
42,783,exercise,1
42,2753,exercise,1
42,2035,exercise,1
42,2335,exercise,1
42,390,exercise,1
42,2246,exercise,1
42,1608,exercise,1
42,1893,exercise,1
42,1524,exercise,1
42,1470,exercise,1
42,445,exercise,1
42,697,exercise,1
42,1510,exercise,1
42,1915,exercise,1
42,2363,exercise,1
42,1281,exercise,1
43,2170,exercise,1
43,885,exercise,1
43,2178,exercise,1
43,1730,exercise,1
43,2067,exercise,1
43,2031,exercise,1
43,2192,exercise,1
43,994,exercise,1
43,2168,exercise,1
43,2072,exercise,1
43,2079,exercise,1
43,150,exercise,1
43,2135,exercise,1
43,2119,exercise,1
43,2077,exercise,1
43,2003,exercise,1
43,2177,exercise,1
43,2739,exercise,1
43,2032,exercise,1
43,2125,exercise,1
44,2208,exercise,1
44,2177,exercise,1
44,994,exercise,1
44,2076,exercise,1
44,2031,exercise,1
44,2119,exercise,1
44,1338,exercise,1
44,2032,exercise,1
44,2077,exercise,1
44,2160,exercise,1
44,2078,exercise,1
44,2236,exercise,1
44,150,exercise,1
44,2131,exercise,1
44,2125,exercise,1
44,2739,exercise,1
44,2072,exercise,1
44,1730,exercise,1
44,2176,exercise,1
44,2135,exercise,1
45,980,exercise,1
45,481,exercise,1
45,2209,exercise,1
45,498,exercise,1
45,649,exercise,1
45,2362,exercise,1
45,1305,exercise,1
45,2405,exercise,1
45,1200,exercise,1
45,1923,exercise,1
45,2297,exercise,1
45,2255,exercise,1
45,1063,exercise,1
45,2164,exercise,1
45,2590,exercise,1
45,611,exercise,1
45,1773,exercise,1
45,824,exercise,1
45,2840,exercise,1
45,2417,exercise,1
46,2031,exercise,1
46,1338,exercise,1
46,2119,exercise,1
46,2172,exercise,1
46,2067,exercise,1
46,2178,exercise,1
46,2170,exercise,1
46,2079,exercise,1
46,2740,exercise,1
46,150,exercise,1
46,2032,exercise,1
46,2166,exercise,1
46,2168,exercise,1
46,2124,exercise,1
46,2135,exercise,1
46,2131,exercise,1
46,2072,exercise,1
46,2003,exercise,1
46,885,exercise,1
46,1730,exercise,1
47,2168,exercise,1
47,2328,exercise,1
47,1512,exercise,1
47,572,exercise,1
47,975,exercise,1
47,2180,exercise,1
47,964,exercise,1
47,2237,exercise,1
47,275,exercise,1
47,1401,exercise,1
47,2364,exercise,1
47,2176,exercise,1
47,2186,exercise,1
47,497,exercise,1
47,2410,exercise,1
47,261,exercise,1
47,445,exercise,1
47,2751,exercise,1
47,1604,exercise,1
47,392,exercise,1
48,390,exercise,1
48,2910,exercise,1
48,2331,exercise,1
48,217,exercise,1
48,481,exercise,1
48,2235,exercise,1
48,502,exercise,1
48,339,exercise,1
48,2357,exercise,1
48,1028,exercise,1
48,1611,exercise,1
48,2210,exercise,1
48,350,exercise,1
48,1525,exercise,1
48,2174,exercise,1
48,1508,exercise,1
48,2409,exercise,1
48,260,exercise,1
48,327,exercise,1
48,972,exercise,1
49,2124,exercise,1
49,2077,exercise,1
49,1730,exercise,1
49,2176,exercise,1
49,994,exercise,1
49,2168,exercise,1
49,2131,exercise,1
49,2160,exercise,1
49,2192,exercise,1
49,2739,exercise,1
49,2236,exercise,1
49,2208,exercise,1
49,2032,exercise,1
49,150,exercise,1
49,350,exercise,1
49,2119,exercise,1
49,2178,exercise,1
49,1338,exercise,1
49,2125,exercise,1
49,885,exercise,1
50,484,exercise,1
50,986,exercise,1
50,2239,exercise,1
50,554,exercise,1
50,534,exercise,1
50,544,exercise,1
50,347,exercise,1
50,2179,exercise,1
50,979,exercise,1
50,2727,exercise,1
50,479,exercise,1
50,961,exercise,1
50,2340,exercise,1
50,1006,exercise,1
50,2337,exercise,1
50,1018,exercise,1
50,205,exercise,1
50,2362,exercise,1
50,1268,exercise,1
50,512,exercise,1
51,2059,exercise,1
51,1591,exercise,1
51,2768,exercise,1
51,1353,exercise,1
51,1961,exercise,1
51,1089,exercise,1
51,2167,exercise,1
51,1365,exercise,1
51,857,exercise,1
51,1770,exercise,1
51,2300,exercise,1
51,453,exercise,1
51,1036,exercise,1
51,1757,exercise,1
51,2681,exercise,1
51,1665,exercise,1
51,2707,exercise,1
51,1334,exercise,1
51,1331,exercise,1
51,90,exercise,1
52,2170,exercise,1
52,2119,exercise,1
52,150,exercise,1
52,994,exercise,1
52,2178,exercise,1
52,2125,exercise,1
52,2166,exercise,1
52,2078,exercise,1
52,2172,exercise,1
52,2032,exercise,1
52,2168,exercise,1
52,2003,exercise,1
52,2192,exercise,1
52,2069,exercise,1
52,2177,exercise,1
52,2208,exercise,1
52,2740,exercise,1
52,2077,exercise,1
52,2076,exercise,1
52,2067,exercise,1
53,2298,exercise,1
53,254,exercise,1
53,2143,exercise,1
53,455,exercise,1
53,370,exercise,1
53,1273,exercise,1
53,1522,exercise,1
53,2246,exercise,1
53,545,exercise,1
53,597,exercise,1
53,456,exercise,1
53,2145,exercise,1
53,2735,exercise,1
53,1044,exercise,1
53,522,exercise,1
53,1019,exercise,1
53,2396,exercise,1
53,1282,exercise,1
53,1621,exercise,1
53,423,exercise,1
54,340,exercise,1
54,474,exercise,1
54,854,exercise,1
54,2209,exercise,1
54,2145,exercise,1
54,370,exercise,1
54,2204,exercise,1
54,214,exercise,1
54,1027,exercise,1
54,439,exercise,1
54,2327,exercise,1
54,2150,exercise,1
54,1022,exercise,1
54,2176,exercise,1
54,2156,exercise,1
54,410,exercise,1
54,970,exercise,1
54,2376,exercise,1
54,238,exercise,1
54,1597,exercise,1
55,2077,exercise,1
55,1338,exercise,1
55,2178,exercise,1
55,2125,exercise,1
55,2131,exercise,1
55,2076,exercise,1
55,994,exercise,1
55,2739,exercise,1
55,350,exercise,1
55,2172,exercise,1
55,2032,exercise,1
55,2078,exercise,1
55,2177,exercise,1
55,2160,exercise,1
55,2003,exercise,1
55,2166,exercise,1
55,150,exercise,1
55,2124,exercise,1
55,2135,exercise,1
55,2119,exercise,1
56,2740,exercise,1
56,2172,exercise,1
56,2032,exercise,1
56,2739,exercise,1
56,2131,exercise,1
56,994,exercise,1
56,2208,exercise,1
56,2078,exercise,1
56,2125,exercise,1
56,2076,exercise,1
56,2031,exercise,1
56,350,exercise,1
56,2160,exercise,1
56,2069,exercise,1
56,2001,exercise,1
56,2003,exercise,1
56,2170,exercise,1
56,2077,exercise,1
56,1730,exercise,1
56,2192,exercise,1
57,2166,exercise,1
57,2160,exercise,1
57,994,exercise,1
57,2170,exercise,1
57,2031,exercise,1
57,2001,exercise,1
57,2236,exercise,1
57,2176,exercise,1
57,2172,exercise,1
57,2077,exercise,1
57,885,exercise,1
57,2135,exercise,1
57,2178,exercise,1
57,2131,exercise,1
57,2740,exercise,1
57,2168,exercise,1
57,2177,exercise,1
57,2192,exercise,1
57,2739,exercise,1
57,2078,exercise,1
58,2645,exercise,1
58,888,exercise,1
58,296,exercise,1
58,2603,exercise,1
58,896,exercise,1
58,2757,exercise,1
58,942,exercise,1
58,1019,exercise,1
58,1500,exercise,1
58,621,exercise,1
58,2810,exercise,1
58,12,exercise,1
58,1224,exercise,1
58,609,exercise,1
58,549,exercise,1
58,2556,exercise,1
58,1102,exercise,1
58,759,exercise,1
58,469,exercise,1
58,108,exercise,1
59,61,exercise,1
59,1655,exercise,1
59,1039,exercise,1
59,2773,exercise,1
59,1481,exercise,1
59,65,exercise,1
59,753,exercise,1
59,1156,exercise,1
59,219,exercise,1
59,536,exercise,1
59,1948,exercise,1
59,2487,exercise,1
59,482,exercise,1
59,275,exercise,1
59,2271,exercise,1
59,2105,exercise,1
59,1681,exercise,1
59,2442,exercise,1
59,2815,exercise,1
59,467,exercise,1
60,2739,exercise,1
60,691,exercise,1
60,274,exercise,1
60,2900,exercise,1
60,1286,exercise,1
60,2334,exercise,1
60,249,exercise,1
60,310,exercise,1
60,2376,exercise,1
60,2218,exercise,1
60,2269,exercise,1
60,407,exercise,1
60,2400,exercise,1
60,2304,exercise,1
60,336,exercise,1
60,355,exercise,1
60,1519,exercise,1
60,494,exercise,1
60,323,exercise,1
60,449,exercise,1
61,1518,exercise,1
61,2176,exercise,1
61,1272,exercise,1
61,2325,exercise,1
61,2743,exercise,1
61,2277,exercise,1
61,389,exercise,1
61,420,exercise,1
61,678,exercise,1
61,2276,exercise,1
61,2320,exercise,1
61,905,exercise,1
61,2243,exercise,1
61,1612,exercise,1
61,2324,exercise,1
61,2220,exercise,1
61,2256,exercise,1
61,380,exercise,1
61,1395,exercise,1
61,2281,exercise,1
62,1008,exercise,1
62,2162,exercise,1
62,498,exercise,1
62,2367,exercise,1
62,323,exercise,1
62,372,exercise,1
62,360,exercise,1
62,376,exercise,1
62,2280,exercise,1
62,383,exercise,1
62,2159,exercise,1
62,452,exercise,1
62,308,exercise,1
62,1528,exercise,1
62,436,exercise,1
62,2250,exercise,1
62,2131,exercise,1
62,2275,exercise,1
62,291,exercise,1
62,1268,exercise,1
63,2125,exercise,1
63,2160,exercise,1
63,2001,exercise,1
63,2076,exercise,1
63,1338,exercise,1
63,2135,exercise,1
63,2078,exercise,1
63,2003,exercise,1
63,994,exercise,1
63,2069,exercise,1
63,2119,exercise,1
63,2170,exercise,1
63,2172,exercise,1
63,2031,exercise,1
63,2124,exercise,1
63,2077,exercise,1
63,1730,exercise,1
63,885,exercise,1
63,2176,exercise,1
63,2079,exercise,1
64,778,exercise,1
64,1200,exercise,1
64,1419,exercise,1
64,1563,exercise,1
64,1621,exercise,1
64,26,exercise,1
64,783,exercise,1
64,603,exercise,1
64,2652,exercise,1
64,1861,exercise,1
64,300,exercise,1
64,598,exercise,1
64,127,exercise,1
64,392,exercise,1
64,2505,exercise,1
64,947,exercise,1
64,1745,exercise,1
64,1956,exercise,1
64,2167,exercise,1
64,1583,exercise,1
65,1703,exercise,1
65,1430,exercise,1
65,1483,exercise,1
65,2657,exercise,1
65,2811,exercise,1
65,364,exercise,1
65,220,exercise,1
65,656,exercise,1
65,663,exercise,1
65,2903,exercise,1
65,208,exercise,1
65,351,exercise,1
65,1193,exercise,1
65,2064,exercise,1
65,1960,exercise,1
65,2322,exercise,1
65,2870,exercise,1
65,2075,exercise,1
65,1928,exercise,1
65,1206,exercise,1
66,2424,exercise,1
66,483,exercise,1
66,1589,exercise,1
66,1984,exercise,1
66,471,exercise,1
